,year,month,region,district,site_code,product_code,stock_initial,stock_received,stock_distributed,stock_adjustment,stock_end,average_monthly_consumption,stock_stockout_days,stock_ordered,implant_women_old,implant_women_new,injection2_women_old,injection2_women_new,injection3_women_old,injection3_women_new,pill_women_old,pill_women_new,iud_women_old,iud_women_new,iud_number_dispensed,implant_number_dispensed,injection2_number_dispensed,injection3_number_dispensed,pill_number_dispensed,iud_number_received,implant_number_received,injection2_number_received,injection3_number_received,pill_number_received,iud_stock_end,implant_stock_end,injection2_stock_end,injection3_stock_end,pill_stock_end
10,2019,2,INDENIE-DJUABLIN,ABENGOUROU,C4001,AS27000,53,0,23,0,30,15,0,15.0,340.0,81.0,126.0,10.0,1237.0,253.0,187.0,19.0,9.0,1.0,1.0,66.0,38.0,813.0,557.0,20.0,255.0,17.0,1174.0,2608.0,,394.0,,1535.0,3327.0
11,2019,2,INDENIE-DJUABLIN,ABENGOUROU,C4001,AS27137,2,0,0,0,2,0,0,0.0,340.0,81.0,126.0,10.0,1237.0,253.0,187.0,19.0,9.0,1.0,1.0,66.0,38.0,813.0,557.0,20.0,255.0,17.0,1174.0,2608.0,,394.0,,1535.0,3327.0
12,2019,2,INDENIE-DJUABLIN,ABENGOUROU,C4001,AS27138,43,0,3,0,40,2,0,0.0,340.0,81.0,126.0,10.0,1237.0,253.0,187.0,19.0,9.0,1.0,1.0,66.0,38.0,813.0,557.0,20.0,255.0,17.0,1174.0,2608.0,,394.0,,1535.0,3327.0
13,2019,2,INDENIE-DJUABLIN,ABENGOUROU,C4001,AS27133,81,0,42,0,39,20,0,50.0,340.0,81.0,126.0,10.0,1237.0,253.0,187.0,19.0,9.0,1.0,1.0,66.0,38.0,813.0,557.0,20.0,255.0,17.0,1174.0,2608.0,,394.0,,1535.0,3327.0
14,2019,2,INDENIE-DJUABLIN,ABENGOUROU,C4023,AS27000,40,0,20,0,20,10,0,30.0,340.0,81.0,126.0,10.0,1237.0,253.0,187.0,19.0,9.0,1.0,1.0,66.0,38.0,813.0,557.0,20.0,255.0,17.0,1174.0,2608.0,,394.0,,1535.0,3327.0
15,2019,2,INDENIE-DJUABLIN,ABENGOUROU,C4023,AS27133,121,0,21,0,100,33,0,50.0,340.0,81.0,126.0,10.0,1237.0,253.0,187.0,19.0,9.0,1.0,1.0,66.0,38.0,813.0,557.0,20.0,255.0,17.0,1174.0,2608.0,,394.0,,1535.0,3327.0
16,2019,3,INDENIE-DJUABLIN,ABENGOUROU,C4001,AS27134,0,100,0,0,100,7,0,0.0,367.0,59.0,14.0,7.0,1300.0,224.0,147.0,26.0,,5.0,5.0,47.0,42.0,819.0,665.0,50.0,214.0,50.0,1050.0,2148.0,,340.0,,1187.0,3636.0
17,2019,3,INDENIE-DJUABLIN,ABENGOUROU,C4001,AS27132,0,0,0,0,0,1,0,5.0,367.0,59.0,14.0,7.0,1300.0,224.0,147.0,26.0,,5.0,5.0,47.0,42.0,819.0,665.0,50.0,214.0,50.0,1050.0,2148.0,,340.0,,1187.0,3636.0
18,2019,3,INDENIE-DJUABLIN,ABENGOUROU,C4001,AS27000,30,15,10,0,35,18,0,0.0,367.0,59.0,14.0,7.0,1300.0,224.0,147.0,26.0,,5.0,5.0,47.0,42.0,819.0,665.0,50.0,214.0,50.0,1050.0,2148.0,,340.0,,1187.0,3636.0
19,2019,3,INDENIE-DJUABLIN,ABENGOUROU,C4001,AS27137,2,0,0,0,2,0,0,0.0,367.0,59.0,14.0,7.0,1300.0,224.0,147.0,26.0,,5.0,5.0,47.0,42.0,819.0,665.0,50.0,214.0,50.0,1050.0,2148.0,,340.0,,1187.0,3636.0
20,2019,3,INDENIE-DJUABLIN,ABENGOUROU,C4001,AS27138,40,0,9,0,31,5,0,0.0,367.0,59.0,14.0,7.0,1300.0,224.0,147.0,26.0,,5.0,5.0,47.0,42.0,819.0,665.0,50.0,214.0,50.0,1050.0,2148.0,,340.0,,1187.0,3636.0
21,2019,3,INDENIE-DJUABLIN,ABENGOUROU,C4001,AS27133,39,50,26,0,63,29,0,25.0,367.0,59.0,14.0,7.0,1300.0,224.0,147.0,26.0,,5.0,5.0,47.0,42.0,819.0,665.0,50.0,214.0,50.0,1050.0,2148.0,,340.0,,1187.0,3636.0
22,2019,3,INDENIE-DJUABLIN,ABENGOUROU,C4023,AS27000,20,30,20,0,30,13,0,10.0,367.0,59.0,14.0,7.0,1300.0,224.0,147.0,26.0,,5.0,5.0,47.0,42.0,819.0,665.0,50.0,214.0,50.0,1050.0,2148.0,,340.0,,1187.0,3636.0
23,2019,3,INDENIE-DJUABLIN,ABENGOUROU,C4023,AS27133,100,50,50,0,100,33,0,0.0,367.0,59.0,14.0,7.0,1300.0,224.0,147.0,26.0,,5.0,5.0,47.0,42.0,819.0,665.0,50.0,214.0,50.0,1050.0,2148.0,,340.0,,1187.0,3636.0
24,2019,4,INDENIE-DJUABLIN,ABENGOUROU,C4001,AS21126,0,0,0,0,0,0,0,0.0,583.0,46.0,6.0,1.0,1296.0,336.0,200.0,35.0,,3.0,1.0,36.0,66.0,874.0,404.0,45.0,217.0,55.0,824.0,1787.0,,340.0,,889.0,2727.0
25,2019,4,INDENIE-DJUABLIN,ABENGOUROU,C4001,AS27134,100,0,2,0,98,1,0,0.0,583.0,46.0,6.0,1.0,1296.0,336.0,200.0,35.0,,3.0,1.0,36.0,66.0,874.0,404.0,45.0,217.0,55.0,824.0,1787.0,,340.0,,889.0,2727.0
26,2019,4,INDENIE-DJUABLIN,ABENGOUROU,C4001,AS27132,0,5,0,0,5,0,0,5.0,583.0,46.0,6.0,1.0,1296.0,336.0,200.0,35.0,,3.0,1.0,36.0,66.0,874.0,404.0,45.0,217.0,55.0,824.0,1787.0,,340.0,,889.0,2727.0
27,2019,4,INDENIE-DJUABLIN,ABENGOUROU,C4001,AS27000,35,0,7,0,28,13,0,10.0,583.0,46.0,6.0,1.0,1296.0,336.0,200.0,35.0,,3.0,1.0,36.0,66.0,874.0,404.0,45.0,217.0,55.0,824.0,1787.0,,340.0,,889.0,2727.0
28,2019,4,INDENIE-DJUABLIN,ABENGOUROU,C4001,AS27137,2,0,1,18,19,0,0,0.0,583.0,46.0,6.0,1.0,1296.0,336.0,200.0,35.0,,3.0,1.0,36.0,66.0,874.0,404.0,45.0,217.0,55.0,824.0,1787.0,,340.0,,889.0,2727.0
29,2019,4,INDENIE-DJUABLIN,ABENGOUROU,C4001,AS27138,31,0,7,0,24,6,0,0.0,583.0,46.0,6.0,1.0,1296.0,336.0,200.0,35.0,,3.0,1.0,36.0,66.0,874.0,404.0,45.0,217.0,55.0,824.0,1787.0,,340.0,,889.0,2727.0
30,2019,4,INDENIE-DJUABLIN,ABENGOUROU,C4001,AS27133,63,25,63,0,25,44,0,75.0,583.0,46.0,6.0,1.0,1296.0,336.0,200.0,35.0,,3.0,1.0,36.0,66.0,874.0,404.0,45.0,217.0,55.0,824.0,1787.0,,340.0,,889.0,2727.0
31,2019,4,INDENIE-DJUABLIN,ABENGOUROU,C4023,AS21126,0,0,0,0,0,0,0,0.0,583.0,46.0,6.0,1.0,1296.0,336.0,200.0,35.0,,3.0,1.0,36.0,66.0,874.0,404.0,45.0,217.0,55.0,824.0,1787.0,,340.0,,889.0,2727.0
32,2019,4,INDENIE-DJUABLIN,ABENGOUROU,C4023,AS27000,30,10,20,0,20,20,0,40.0,583.0,46.0,6.0,1.0,1296.0,336.0,200.0,35.0,,3.0,1.0,36.0,66.0,874.0,404.0,45.0,217.0,55.0,824.0,1787.0,,340.0,,889.0,2727.0
33,2019,4,INDENIE-DJUABLIN,ABENGOUROU,C4023,AS27133,100,0,50,0,50,40,0,70.0,583.0,46.0,6.0,1.0,1296.0,336.0,200.0,35.0,,3.0,1.0,36.0,66.0,874.0,404.0,45.0,217.0,55.0,824.0,1787.0,,340.0,,889.0,2727.0
34,2019,5,INDENIE-DJUABLIN,ABENGOUROU,C4001,AS21126,0,0,0,0,0,0,0,0.0,407.0,60.0,46.0,20.0,1356.0,281.0,156.0,24.0,,1.0,1.0,71.0,47.0,813.0,545.0,14.0,321.0,256.0,1032.0,1635.0,,355.0,,604.0,1668.0
35,2019,5,INDENIE-DJUABLIN,ABENGOUROU,C4001,AS27134,98,0,31,0,67,11,0,0.0,407.0,60.0,46.0,20.0,1356.0,281.0,156.0,24.0,,1.0,1.0,71.0,47.0,813.0,545.0,14.0,321.0,256.0,1032.0,1635.0,,355.0,,604.0,1668.0
36,2019,5,INDENIE-DJUABLIN,ABENGOUROU,C4001,AS27132,5,0,1,0,4,0,0,0.0,407.0,60.0,46.0,20.0,1356.0,281.0,156.0,24.0,,1.0,1.0,71.0,47.0,813.0,545.0,14.0,321.0,256.0,1032.0,1635.0,,355.0,,604.0,1668.0
37,2019,5,INDENIE-DJUABLIN,ABENGOUROU,C4001,AS27000,28,0,9,0,19,9,0,0.0,407.0,60.0,46.0,20.0,1356.0,281.0,156.0,24.0,,1.0,1.0,71.0,47.0,813.0,545.0,14.0,321.0,256.0,1032.0,1635.0,,355.0,,604.0,1668.0
38,2019,5,INDENIE-DJUABLIN,ABENGOUROU,C4001,AS27137,19,0,1,0,18,1,0,0.0,407.0,60.0,46.0,20.0,1356.0,281.0,156.0,24.0,,1.0,1.0,71.0,47.0,813.0,545.0,14.0,321.0,256.0,1032.0,1635.0,,355.0,,604.0,1668.0
39,2019,5,INDENIE-DJUABLIN,ABENGOUROU,C4001,AS27138,24,0,7,0,17,8,0,5.0,407.0,60.0,46.0,20.0,1356.0,281.0,156.0,24.0,,1.0,1.0,71.0,47.0,813.0,545.0,14.0,321.0,256.0,1032.0,1635.0,,355.0,,604.0,1668.0
40,2019,5,INDENIE-DJUABLIN,ABENGOUROU,C4001,AS27133,25,0,25,0,0,38,0,50.0,407.0,60.0,46.0,20.0,1356.0,281.0,156.0,24.0,,1.0,1.0,71.0,47.0,813.0,545.0,14.0,321.0,256.0,1032.0,1635.0,,355.0,,604.0,1668.0
41,2019,5,INDENIE-DJUABLIN,ABENGOUROU,C4023,AS27000,20,0,10,0,10,17,0,40.0,407.0,60.0,46.0,20.0,1356.0,281.0,156.0,24.0,,1.0,1.0,71.0,47.0,813.0,545.0,14.0,321.0,256.0,1032.0,1635.0,,355.0,,604.0,1668.0
42,2019,5,INDENIE-DJUABLIN,ABENGOUROU,C4023,AS27133,50,0,25,0,25,42,0,100.0,407.0,60.0,46.0,20.0,1356.0,281.0,156.0,24.0,,1.0,1.0,71.0,47.0,813.0,545.0,14.0,321.0,256.0,1032.0,1635.0,,355.0,,604.0,1668.0
43,2019,6,INDENIE-DJUABLIN,ABENGOUROU,C4001,AS21126,0,0,0,0,0,0,0,0.0,344.0,53.0,75.0,26.0,1467.0,204.0,163.0,27.0,,3.0,3.0,64.0,85.0,827.0,630.0,13.0,240.0,397.0,914.0,1536.0,,54.0,,648.0,2583.0
44,2019,6,INDENIE-DJUABLIN,ABENGOUROU,C4001,AS27134,67,0,11,0,56,15,0,0.0,344.0,53.0,75.0,26.0,1467.0,204.0,163.0,27.0,,3.0,3.0,64.0,85.0,827.0,630.0,13.0,240.0,397.0,914.0,1536.0,,54.0,,648.0,2583.0
45,2019,6,INDENIE-DJUABLIN,ABENGOUROU,C4001,AS27132,4,5,0,0,9,0,0,0.0,344.0,53.0,75.0,26.0,1467.0,204.0,163.0,27.0,,3.0,3.0,64.0,85.0,827.0,630.0,13.0,240.0,397.0,914.0,1536.0,,54.0,,648.0,2583.0
46,2019,6,INDENIE-DJUABLIN,ABENGOUROU,C4001,AS27000,19,10,8,0,21,8,0,0.0,344.0,53.0,75.0,26.0,1467.0,204.0,163.0,27.0,,3.0,3.0,64.0,85.0,827.0,630.0,13.0,240.0,397.0,914.0,1536.0,,54.0,,648.0,2583.0
47,2019,6,INDENIE-DJUABLIN,ABENGOUROU,C4001,AS27137,18,0,0,0,18,1,0,0.0,344.0,53.0,75.0,26.0,1467.0,204.0,163.0,27.0,,3.0,3.0,64.0,85.0,827.0,630.0,13.0,240.0,397.0,914.0,1536.0,,54.0,,648.0,2583.0
48,2019,6,INDENIE-DJUABLIN,ABENGOUROU,C4001,AS27138,17,0,1,0,16,5,0,0.0,344.0,53.0,75.0,26.0,1467.0,204.0,163.0,27.0,,3.0,3.0,64.0,85.0,827.0,630.0,13.0,240.0,397.0,914.0,1536.0,,54.0,,648.0,2583.0
49,2019,6,INDENIE-DJUABLIN,ABENGOUROU,C4001,AS27133,0,75,12,0,63,33,0,50.0,344.0,53.0,75.0,26.0,1467.0,204.0,163.0,27.0,,3.0,3.0,64.0,85.0,827.0,630.0,13.0,240.0,397.0,914.0,1536.0,,54.0,,648.0,2583.0
50,2019,6,INDENIE-DJUABLIN,ABENGOUROU,C4023,AS27000,10,40,20,0,30,17,0,20.0,344.0,53.0,75.0,26.0,1467.0,204.0,163.0,27.0,,3.0,3.0,64.0,85.0,827.0,630.0,13.0,240.0,397.0,914.0,1536.0,,54.0,,648.0,2583.0
51,2019,6,INDENIE-DJUABLIN,ABENGOUROU,C4023,AS27133,25,75,50,0,50,42,0,75.0,344.0,53.0,75.0,26.0,1467.0,204.0,163.0,27.0,,3.0,3.0,64.0,85.0,827.0,630.0,13.0,240.0,397.0,914.0,1536.0,,54.0,,648.0,2583.0
52,2019,7,INDENIE-DJUABLIN,ABENGOUROU,C4001,AS21126,0,0,0,0,0,0,0,0.0,468.0,56.0,51.0,26.0,1454.0,201.0,184.0,22.0,,,,39.0,187.0,766.0,417.0,70.0,417.0,881.0,1869.0,2867.0,,326.0,,1862.0,4758.0
53,2019,7,INDENIE-DJUABLIN,ABENGOUROU,C4001,AS27134,56,0,13,0,43,18,0,100.0,468.0,56.0,51.0,26.0,1454.0,201.0,184.0,22.0,,,,39.0,187.0,766.0,417.0,70.0,417.0,881.0,1869.0,2867.0,,326.0,,1862.0,4758.0
54,2019,7,INDENIE-DJUABLIN,ABENGOUROU,C4001,AS27132,9,0,0,0,9,0,0,0.0,468.0,56.0,51.0,26.0,1454.0,201.0,184.0,22.0,,,,39.0,187.0,766.0,417.0,70.0,417.0,881.0,1869.0,2867.0,,326.0,,1862.0,4758.0
55,2019,7,INDENIE-DJUABLIN,ABENGOUROU,C4001,AS27000,21,0,6,0,15,8,0,0.0,468.0,56.0,51.0,26.0,1454.0,201.0,184.0,22.0,,,,39.0,187.0,766.0,417.0,70.0,417.0,881.0,1869.0,2867.0,,326.0,,1862.0,4758.0
56,2019,7,INDENIE-DJUABLIN,ABENGOUROU,C4001,AS27137,18,0,0,0,18,0,0,0.0,468.0,56.0,51.0,26.0,1454.0,201.0,184.0,22.0,,,,39.0,187.0,766.0,417.0,70.0,417.0,881.0,1869.0,2867.0,,326.0,,1862.0,4758.0
57,2019,7,INDENIE-DJUABLIN,ABENGOUROU,C4001,AS27138,16,5,11,0,10,6,0,8.0,468.0,56.0,51.0,26.0,1454.0,201.0,184.0,22.0,,,,39.0,187.0,766.0,417.0,70.0,417.0,881.0,1869.0,2867.0,,326.0,,1862.0,4758.0
58,2019,7,INDENIE-DJUABLIN,ABENGOUROU,C4001,AS27133,63,50,88,0,25,42,0,100.0,468.0,56.0,51.0,26.0,1454.0,201.0,184.0,22.0,,,,39.0,187.0,766.0,417.0,70.0,417.0,881.0,1869.0,2867.0,,326.0,,1862.0,4758.0
59,2019,7,INDENIE-DJUABLIN,ABENGOUROU,C4023,AS27000,30,20,20,0,30,17,0,20.0,468.0,56.0,51.0,26.0,1454.0,201.0,184.0,22.0,,,,39.0,187.0,766.0,417.0,70.0,417.0,881.0,1869.0,2867.0,,326.0,,1862.0,4758.0
60,2019,7,INDENIE-DJUABLIN,ABENGOUROU,C4023,AS27133,50,75,50,0,75,42,0,50.0,468.0,56.0,51.0,26.0,1454.0,201.0,184.0,22.0,,,,39.0,187.0,766.0,417.0,70.0,417.0,881.0,1869.0,2867.0,,326.0,,1862.0,4758.0
61,2019,8,INDENIE-DJUABLIN,ABENGOUROU,C4023,AS27000,30,0,0,0,30,13,0,0.0,590.0,61.0,59.0,22.0,1360.0,197.0,186.0,16.0,1.0,2.0,2.0,37.0,164.0,884.0,570.0,20.0,318.0,725.0,1219.0,2077.0,,514.0,,1337.0,3910.0
62,2019,8,INDENIE-DJUABLIN,ABENGOUROU,C4023,AS27133,75,0,50,0,25,50,0,100.0,590.0,61.0,59.0,22.0,1360.0,197.0,186.0,16.0,1.0,2.0,2.0,37.0,164.0,884.0,570.0,20.0,318.0,725.0,1219.0,2077.0,,514.0,,1337.0,3910.0
63,2019,8,INDENIE-DJUABLIN,ABENGOUROU,C4001,AS21126,0,0,0,0,0,0,0,0.0,590.0,61.0,59.0,22.0,1360.0,197.0,186.0,16.0,1.0,2.0,2.0,37.0,164.0,884.0,570.0,20.0,318.0,725.0,1219.0,2077.0,,514.0,,1337.0,3910.0
64,2019,8,INDENIE-DJUABLIN,ABENGOUROU,C4001,AS27134,43,100,7,0,136,10,0,0.0,590.0,61.0,59.0,22.0,1360.0,197.0,186.0,16.0,1.0,2.0,2.0,37.0,164.0,884.0,570.0,20.0,318.0,725.0,1219.0,2077.0,,514.0,,1337.0,3910.0
65,2019,8,INDENIE-DJUABLIN,ABENGOUROU,C4001,AS27132,9,0,0,0,9,0,0,0.0,590.0,61.0,59.0,22.0,1360.0,197.0,186.0,16.0,1.0,2.0,2.0,37.0,164.0,884.0,570.0,20.0,318.0,725.0,1219.0,2077.0,,514.0,,1337.0,3910.0
66,2019,8,INDENIE-DJUABLIN,ABENGOUROU,C4001,AS27000,15,0,5,0,10,6,0,8.0,590.0,61.0,59.0,22.0,1360.0,197.0,186.0,16.0,1.0,2.0,2.0,37.0,164.0,884.0,570.0,20.0,318.0,725.0,1219.0,2077.0,,514.0,,1337.0,3910.0
67,2019,8,INDENIE-DJUABLIN,ABENGOUROU,C4001,AS27137,18,0,2,0,16,1,0,0.0,590.0,61.0,59.0,22.0,1360.0,197.0,186.0,16.0,1.0,2.0,2.0,37.0,164.0,884.0,570.0,20.0,318.0,725.0,1219.0,2077.0,,514.0,,1337.0,3910.0
68,2019,8,INDENIE-DJUABLIN,ABENGOUROU,C4001,AS27138,10,8,0,2,20,4,0,0.0,590.0,61.0,59.0,22.0,1360.0,197.0,186.0,16.0,1.0,2.0,2.0,37.0,164.0,884.0,570.0,20.0,318.0,725.0,1219.0,2077.0,,514.0,,1337.0,3910.0
69,2019,8,INDENIE-DJUABLIN,ABENGOUROU,C4001,AS27133,25,100,25,0,100,42,0,0.0,590.0,61.0,59.0,22.0,1360.0,197.0,186.0,16.0,1.0,2.0,2.0,37.0,164.0,884.0,570.0,20.0,318.0,725.0,1219.0,2077.0,,514.0,,1337.0,3910.0
70,2019,9,INDENIE-DJUABLIN,ABENGOUROU,C4001,AS27134,136,0,9,0,127,10,0,0.0,532.0,57.0,43.0,23.0,1575.0,194.0,176.0,19.0,1.0,,1.0,51.0,202.0,787.0,557.0,18.0,241.0,507.0,1120.0,2688.0,,510.0,,1207.0,4740.0
71,2019,9,INDENIE-DJUABLIN,ABENGOUROU,C4001,AS27132,9,0,0,0,9,0,0,0.0,532.0,57.0,43.0,23.0,1575.0,194.0,176.0,19.0,1.0,,1.0,51.0,202.0,787.0,557.0,18.0,241.0,507.0,1120.0,2688.0,,510.0,,1207.0,4740.0
72,2019,9,INDENIE-DJUABLIN,ABENGOUROU,C4001,AS27000,10,0,10,0,0,7,0,15.0,532.0,57.0,43.0,23.0,1575.0,194.0,176.0,19.0,1.0,,1.0,51.0,202.0,787.0,557.0,18.0,241.0,507.0,1120.0,2688.0,,510.0,,1207.0,4740.0
73,2019,9,INDENIE-DJUABLIN,ABENGOUROU,C4001,AS27137,16,0,3,0,13,2,0,0.0,532.0,57.0,43.0,23.0,1575.0,194.0,176.0,19.0,1.0,,1.0,51.0,202.0,787.0,557.0,18.0,241.0,507.0,1120.0,2688.0,,510.0,,1207.0,4740.0
74,2019,9,INDENIE-DJUABLIN,ABENGOUROU,C4001,AS27138,20,0,5,0,15,5,0,0.0,532.0,57.0,43.0,23.0,1575.0,194.0,176.0,19.0,1.0,,1.0,51.0,202.0,787.0,557.0,18.0,241.0,507.0,1120.0,2688.0,,510.0,,1207.0,4740.0
75,2019,9,INDENIE-DJUABLIN,ABENGOUROU,C4001,AS27133,100,0,0,0,100,38,0,0.0,532.0,57.0,43.0,23.0,1575.0,194.0,176.0,19.0,1.0,,1.0,51.0,202.0,787.0,557.0,18.0,241.0,507.0,1120.0,2688.0,,510.0,,1207.0,4740.0
76,2019,9,INDENIE-DJUABLIN,ABENGOUROU,C4023,AS27000,30,0,20,10,20,13,0,0.0,532.0,57.0,43.0,23.0,1575.0,194.0,176.0,19.0,1.0,,1.0,51.0,202.0,787.0,557.0,18.0,241.0,507.0,1120.0,2688.0,,510.0,,1207.0,4740.0
77,2019,9,INDENIE-DJUABLIN,ABENGOUROU,C4023,AS27133,25,0,75,75,25,58,0,100.0,532.0,57.0,43.0,23.0,1575.0,194.0,176.0,19.0,1.0,,1.0,51.0,202.0,787.0,557.0,18.0,241.0,507.0,1120.0,2688.0,,510.0,,1207.0,4740.0
78,2019,1,ABIDJAN 2,ABOBO-EST,C1066,AS27134,125,0,32,0,93,32,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
79,2019,1,ABIDJAN 2,ABOBO-EST,C1066,AS27132,0,0,0,0,0,3,0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,
80,2019,1,ABIDJAN 2,ABOBO-EST,C1066,AS27000,142,0,39,0,103,26,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
81,2019,1,ABIDJAN 2,ABOBO-EST,C1066,AS27137,0,0,0,0,0,0,0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,
82,2019,1,ABIDJAN 2,ABOBO-EST,C1066,AS27138,30,0,0,0,30,0,0,72.0,,,,,,,,,,,,,,,,,,,,,,,,,
83,2019,1,ABIDJAN 2,ABOBO-EST,C1066,AS27133,80,0,12,0,68,10,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
84,2019,1,ABIDJAN 2,ABOBO-EST,C1010,AS27134,0,0,0,0,0,4,0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,
85,2019,1,ABIDJAN 2,ABOBO-EST,C1010,AS27132,16,0,5,0,11,5,0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,
86,2019,1,ABIDJAN 2,ABOBO-EST,C1010,AS27000,0,0,0,0,0,4,0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,
87,2019,1,ABIDJAN 2,ABOBO-EST,C1010,AS27137,0,0,0,0,0,4,0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,
88,2019,1,ABIDJAN 2,ABOBO-EST,C1010,AS27138,0,0,0,0,0,2,0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,
89,2019,1,ABIDJAN 2,ABOBO-EST,C1010,AS27133,31,0,31,0,0,34,0,150.0,,,,,,,,,,,,,,,,,,,,,,,,,
90,2019,1,ABIDJAN 2,ABOBO-EST,C1026,AS27134,0,0,0,0,0,10,0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,
91,2019,1,ABIDJAN 2,ABOBO-EST,C1026,AS27132,33,0,21,0,12,9,0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,
92,2019,1,ABIDJAN 2,ABOBO-EST,C1026,AS27000,238,0,68,0,170,72,0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,
93,2019,1,ABIDJAN 2,ABOBO-EST,C1026,AS27137,45,0,35,0,10,23,0,60.0,,,,,,,,,,,,,,,,,,,,,,,,,
94,2019,1,ABIDJAN 2,ABOBO-EST,C1026,AS27138,145,0,70,0,75,25,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
95,2019,1,ABIDJAN 2,ABOBO-EST,C1026,AS27133,112,0,4,0,108,5,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
96,2019,1,ABIDJAN 2,ABOBO-EST,C1063,AS42018,0,0,0,0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
97,2019,1,ABIDJAN 2,ABOBO-EST,C1063,AS21126,0,0,0,0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
